datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,pH,speed,timestamp,waterEC,waterTemperature,name
2020-06-20 00:18:55.706,mijnomgeving,357518080495682,1592612335706,14.0,52.5495456,5.5881837999999995,6.0,36931.0,0.0,4.18,12.0,4.0,357518080495682.0,32.0,,0.0,1592612319.0,2524.0,20.91,EC 316
2020-06-20 00:19:24.246,mijnomgeving,357518080168917,1592612364246,3.0,52.340602,4.9256488,6.0,30464124.0,-1.0,4.2,12.0,214.0,357518080168917.0,16.0,,0.0,1592612361.0,1376.0,21.7,EC 209
2020-06-20 00:19:32.786,mijnomgeving,357518080166580,1592612372786,9.0,52.3604964,4.8155586,4.0,4519.0,16.0,4.15,15.0,247.0,357518080166580.0,32.0,,0.0,1592612369.0,715.0,21.18,EC 224
2020-06-20 00:19:44.757,mijnomgeving,357518080494875,1592612384757,25.0,52.6581853,5.6149901,4.0,67543.0,-62.0,4.2,17.0,18.0,357518080494875.0,32.0,,0.0,1592612384.0,2033.0,21.26,EC 311
2020-06-20 00:19:48.903,mijnomgeving,357518080163173,1592612388903,20.0,52.7177201,6.8410427,4.0,137729.0,-52.0,4.22,13.0,0.0,357518080163173.0,32.0,,0.0,1592612392.0,603.0,21.7,EC 231
2020-06-20 00:19:52.642,mijnomgeving,357518080166424,1592612392642,255.0,2.55e-05,2.55e-05,0.0,54146.0,0.0,3.6,22.0,0.0,357518080166424.0,32.0,,0.0,1592612392.0,0.0,21.44,EC 238
2020-06-20 00:20:00.419,mijnomgeving,357518080332257,1592612400419,4.0,51.8981492,4.423159,4.0,59413.0,-3.0,4.17,13.0,24.0,357518080332257.0,32.0,,0.0,1592612399.0,934.0,20.73,EC 240
2020-06-20 00:20:19.952,mijnomgeving,357518080495153,1592612419952,1.0,52.578974099999996,5.7568231999999995,6.0,29718.0,-22.0,4.189999999999999,12.0,5.0,357518080495153.0,32.0,,0.0,1592612417.0,2794.0,20.65,EC 313
2020-06-20 00:20:30.686,mijnomgeving,357518080332265,1592612430686,11.0,52.3921559,4.9374275999999995,4.0,62121.0,-10.0,4.14,14.0,238.0,357518080332265.0,32.0,,0.0,1592612431.0,5037.0,21.44,EC 221
2020-06-20 00:21:09.986,mijnomgeving,357518080495187,1592612469986,0.0,52.6351871,5.8234572,5.0,58517.0,-14.0,4.2,13.0,16.0,357518080495187.0,32.0,,0.0,1592612469.0,616.0,21.0,EC 304
2020-06-20 00:21:12.026,mijnomgeving,357518080164395,1592612472026,3.0,51.8984636,4.423424,7.0,2714.0,30.0,4.18,13.0,18.0,357518080164395.0,32.0,,0.0,1592612458.0,3457.0,20.91,EC 241
2020-06-20 00:21:58.666,mijnomgeving,357518080494982,1592612518666,255.0,2.55e-05,2.55e-05,0.0,252148.0,0.0,4.08,24.0,0.0,357518080494982.0,32.0,,0.0,1592612530.0,1.0,22.15,EC 326
2020-06-20 00:22:36.516,mijnomgeving,357518080165368,1592612556516,9.0,52.3397744,4.9108837,4.0,29424665.0,3.0,4.15,12.0,0.0,357518080165368.0,16.0,,0.0,1592612485.0,2591.0,21.88,EC 208
2020-06-20 00:22:49.051,mijnomgeving,357518080497639,1592612569051,12.0,52.6590427,5.660912,5.0,13530.0,-37.0,4.18,15.0,18.0,357518080497639.0,32.0,,0.0,1592612565.0,2381.0,22.23,EC 308
2020-06-20 00:23:07.182,mijnomgeving,357518080203151,1592612587182,15.0,52.4206832,4.8598628999999995,5.0,1510297.0,4.0,3.83,14.0,8.0,357518080203151.0,16.0,,0.0,1592612593.0,0.0,0.0,EC Prototype 001
2020-06-20 00:23:10.825,mijnomgeving,357518080494826,1592612590825,8.0,59.7504394,17.5083006,4.0,85525.0,171.0,3.88,14.0,12.0,357518080494826.0,32.0,,0.0,1592612592.0,506.0,15.89,EC 323
2020-06-20 00:23:47.153,mijnomgeving,357518080495146,1592612627153,1.0,52.3870214,5.31217,5.0,74718.0,-4.0,4.18,12.0,33.0,357518080495146.0,32.0,,0.0,1592612623.0,2041.0,22.94,EC 317
2020-06-20 00:23:50.649,mijnomgeving,357518080495070,1592612630649,255.0,2.55e-05,2.55e-05,0.0,298934.0,0.0,4.03,24.0,0.0,357518080495070.0,16.0,,0.0,1592612641.0,419.0,21.35,EC 320
2020-06-20 00:23:50.683,mijnomgeving,357518080495070,1592612630683,255.0,2.55e-05,2.55e-05,0.0,298934.0,0.0,4.03,24.0,0.0,357518080495070.0,16.0,,0.0,1592612641.0,419.0,21.35,EC 320
2020-06-20 00:23:58.145,mijnomgeving,357518080165475,1592612638145,2.0,52.3720547,4.9252646,7.0,21968167.0,4.0,4.16,12.0,0.0,357518080165475.0,1.0,,0.0,1592612631.0,2.0,16.33,EC 201
2020-06-20 00:24:39.197,mijnomgeving,357518080495161,1592612679197,2.0,52.4996549,5.4527996,6.0,40512.0,-4.0,4.189999999999999,13.0,222.0,357518080495161.0,32.0,,2.0,1592612677.0,993.0,20.21,EC 315
2020-06-20 00:24:41.155,mijnomgeving,357518080495195,1592612681155,0.0,52.3012144,5.3601073,4.0,6317.0,4.0,4.2,12.0,1.0,357518080495195.0,32.0,,0.0,1592612677.0,1748.0,22.76,EC 301
2020-06-20 00:24:52.645,mijnomgeving,357518080330764,1592612692645,255.0,2.55e-05,2.55e-05,0.0,13630.0,0.0,4.16,21.0,0.0,357518080330764.0,32.0,,0.0,1592612689.0,1320.0,23.91,EC 244
2020-06-20 00:25:03.727,mijnomgeving,357518080497662,1592612703727,0.0,59.7504676,17.507476,6.0,242118.0,24.0,4.14,13.0,2.0,357518080497662.0,32.0,,0.0,1592612714.0,461.0,15.97,EC 328
2020-06-20 00:25:08.261,mijnomgeving,357518080494834,1592612708261,0.0,52.4257619,5.4207783,8.0,43218.0,0.0,4.15,10.0,46.0,357518080494834.0,32.0,,0.0,1592612694.0,1280.0,21.97,EC 314
2020-06-20 00:25:53.339,mijnomgeving,357518080169006,1592612753339,39.0,,,,102719.0,,3.98,20.0,,357518080169006.0,32.0,,,1592612756.0,0.0,0.0,EC 213
2020-06-20 00:25:59.319,mijnomgeving,357518080495021,1592612759319,0.0,53.156145,7.0209667,4.0,52217.0,-11.0,4.21,13.0,11.0,357518080495021.0,32.0,,2.0,1592612757.0,352.0,20.03,EC 325
2020-06-20 00:26:01.246,mijnomgeving,357518080494776,1592612761246,255.0,2.55e-05,2.55e-05,0.0,71238.0,0.0,3.85,24.0,0.0,357518080494776.0,32.0,,0.0,1592612760.0,1.0,23.73,EC 330
2020-06-20 00:26:21.287,mijnomgeving,357518080495534,1592612781287,0.0,52.5327018,5.5930643,10.0,19818.0,-6.0,4.2,12.0,20.0,357518080495534.0,32.0,,0.0,1592612778.0,3014.0,21.35,EC 307
2020-06-20 00:27:14.306,mijnomgeving,357518080166754,1592612834306,4.0,52.353966,4.9247783,4.0,29842263.0,-15.0,4.189999999999999,13.0,0.0,357518080166754.0,16.0,,0.0,1592612836.0,1257.0,21.97,EC 204
2020-06-20 00:27:15.372,mijnomgeving,357518080495088,1592612835372,255.0,2.55e-05,2.55e-05,0.0,71143.0,0.0,4.24,23.0,0.0,357518080495088.0,32.0,20.448,0.0,1592612966.0,479.0,24.44,EC 321
2020-06-20 00:27:27.170,mijnomgeving,357518080166887,1592612847170,7.0,52.2513697,5.0515042,5.0,20702769.0,72.0,4.189999999999999,12.0,0.0,357518080166887.0,4.0,,0.0,1592612856.0,549.0,21.35,EC 200
2020-06-20 00:27:34.366,mijnomgeving,357518080497423,1592612854366,1.0,52.5229973,5.5902942,9.0,9928.0,0.0,4.17,12.0,254.0,357518080497423.0,32.0,,0.0,1592612850.0,3484.0,21.18,EC 318
2020-06-20 00:27:42.362,mijnomgeving,357518080495112,1592612862362,1.0,52.8375353,5.7138007,5.0,919.0,-27.0,4.21,15.0,229.0,357518080495112.0,32.0,,0.0,1592612851.0,1768.0,21.26,EC 306
2020-06-20 00:28:50.031,mijnomgeving,357518080170889,1592612930031,21.0,52.0146143,4.2955086,6.0,115300.0,-4.0,4.18,12.0,247.0,357518080170889.0,32.0,,0.0,1592612931.0,0.0,0.0,EC 236
2020-06-20 00:28:54.502,mijnomgeving,357518080328131,1592612934502,11.0,52.391185899999996,4.9362238,4.0,18021.0,-78.0,4.13,14.0,0.0,357518080328131.0,32.0,,0.0,1592612932.0,5617.0,21.7,EC 230
2020-06-20 00:29:07.638,mijnomgeving,357518080332240,1592612947638,8.0,52.2142364,6.8719857,4.0,131417.0,32.0,4.22,16.0,1.0,357518080332240.0,32.0,,1.0,1592612951.0,1399.0,17.47,EC 225
2020-06-20 00:29:13.520,mijnomgeving,357518080494768,1592612953520,22.0,52.4166721,5.2264972,7.0,62139.0,5.0,4.2,15.0,243.0,357518080494768.0,32.0,,0.0,1592612951.0,2392.0,21.97,EC 305
2020-06-20 00:29:32.454,mijnomgeving,357518080163405,1592612972454,2.0,52.3728939,4.916637,4.0,112514.0,35.0,4.18,13.0,242.0,357518080163405.0,32.0,,0.0,1592612957.0,172.0,20.65,EC 226
2020-06-20 00:30:15.491,mijnomgeving,357518080495120,1592613015491,1.0,52.3337944,5.3126295,10.0,3618.0,-2.0,4.189999999999999,9.0,39.0,357518080495120.0,32.0,,0.0,1592613011.0,1422.0,17.74,EC 303
2020-06-20 00:30:39.533,mijnomgeving,357518080497696,1592613039533,27.0,52.5173136,5.5091166000000005,4.0,116144.0,17.0,4.22,14.0,34.0,357518080497696.0,32.0,,0.0,1592613041.0,1174.0,19.32,EC 319
2020-06-20 00:31:18.607,mijnomgeving,357518080494859,1592613078607,0.0,52.5410083,5.5888122,5.0,59418.0,0.0,4.15,10.0,13.0,357518080494859.0,32.0,,0.0,1592613073.0,2797.0,20.29,EC 302
2020-06-20 00:31:28.382,mijnomgeving,357518080166663,1592613088382,22.0,51.8982346,4.4232929,4.0,3632.0,-6.0,4.2,14.0,0.0,357518080166663.0,32.0,,0.0,1592613065.0,21.0,20.73,EC 243
2020-06-20 00:31:32.158,mijnomgeving,357518080163249,1592613092158,4.0,,,,167414.0,,4.18,10.0,,357518080163249.0,32.0,,,1592613097.0,839.0,19.32,EC 212
2020-06-20 00:31:53.554,mijnomgeving,357518080330582,1592613113554,3.0,52.3730165,4.9458446,5.0,66613.0,-9.0,4.11,16.0,28.0,357518080330582.0,32.0,,0.0,1592613113.0,117.0,20.82,EC 219
2020-06-20 00:32:02.647,mijnomgeving,357518080495104,1592613122647,1.0,52.3373707,5.5375648,4.0,39617.0,24.0,4.17,12.0,247.0,357518080495104.0,32.0,,0.0,1592613099.0,591.0,18.44,EC 312
2020-06-20 00:32:04.501,mijnomgeving,357518080171390,1592613124501,7.0,52.0319502,5.3036043,5.0,30473161.0,3.0,4.18,8.0,28.0,357518080171390.0,64.0,,0.0,1592613126.0,403.0,17.38,EC 202
2020-06-20 00:32:20.533,mijnomgeving,357518080167000,1592613140533,22.0,52.1739275,5.0359456,5.0,180932.0,-7.0,4.13,12.0,0.0,357518080167000.0,32.0,,0.0,1592613147.0,686.0,21.35,EC 228
2020-06-20 00:32:23.322,mijnomgeving,357518080495526,1592613143322,1.0,59.7501351,17.507603,4.0,130518.0,-5.0,4.14,12.0,0.0,357518080495526.0,32.0,,0.0,1592613148.0,681.0,15.71,EC 327
2020-06-20 00:32:34.745,mijnomgeving,357518080200454,1592613154745,30.0,52.3314015,5.0624318,7.0,32285782.0,23.0,4.1,12.0,29.0,357518080200454.0,16.0,,0.0,1592613167.0,0.0,0.0,EC Prototype 002
2020-06-20 00:33:25.777,mijnomgeving,357518080494818,1592613205777,1.0,52.8091131,5.7453327,6.0,118818.0,-20.0,4.2,12.0,0.0,357518080494818.0,32.0,,0.0,1592613209.0,1589.0,21.53,EC 309
2020-06-20 00:33:43.769,mijnomgeving,357518080495682,1592613223769,1.0,52.5494781,5.5881428,5.0,37827.0,-9.0,4.189999999999999,11.0,20.0,357518080495682.0,32.0,,0.0,1592613215.0,2524.0,20.82,EC 316
2020-06-20 00:34:18.831,mijnomgeving,357518080494875,1592613258831,1.0,52.6578239,5.6146921,4.0,68418.0,-17.0,4.2,16.0,10.0,357518080494875.0,32.0,,0.0,1592613259.0,2044.0,21.18,EC 311
2020-06-20 00:34:47.008,mijnomgeving,357518080168917,1592613287008,3.0,52.3406657,4.9255556,6.0,30465024.0,-24.0,4.2,12.0,0.0,357518080168917.0,16.0,,0.0,1592613261.0,1373.0,21.7,EC 209
2020-06-20 00:34:49.089,mijnomgeving,357518080163173,1592613289089,20.0,52.7179565,6.8408781,4.0,138629.0,7.0,4.22,13.0,0.0,357518080163173.0,32.0,,0.0,1592613292.0,605.0,21.62,EC 231
2020-06-20 00:34:49.374,mijnomgeving,357518080166580,1592613289374,26.0,52.3604571,4.8154614,5.0,5436.0,31.0,4.15,15.0,16.0,357518080166580.0,32.0,,0.0,1592613286.0,715.0,21.18,EC 224
2020-06-20 00:35:11.715,mijnomgeving,357518080332257,1592613311715,11.0,51.8987369,4.4241445,4.0,60321.0,6.0,4.17,12.0,36.0,357518080332257.0,32.0,,0.0,1592613307.0,924.0,20.73,EC 240
2020-06-20 00:35:18.941,mijnomgeving,357518080495153,1592613318941,1.0,52.5789074,5.7568454,6.0,30618.0,-11.0,4.189999999999999,13.0,0.0,357518080495153.0,32.0,,0.0,1592613317.0,2782.0,20.65,EC 313
