datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,name
2020-02-25 00:02:46.333,mijnomgeving,357518080494768,1582588966333,25.0,48643.0,4.15,9.0,357518080494768.0,32.0,1582588946.0,1927.0,9.72,52.4166016,5.2267009,8.0,1.0,6.0,0.0,EC 305
2020-02-25 00:03:11.630,mijnomgeving,357518080330582,1582588991630,3.0,28813.0,4.08,9.0,357518080330582.0,32.0,1582588990.0,1446.0,10.07,52.3731086,4.9461593,6.0,30.0,0.0,0.0,EC 219
2020-02-25 00:03:15.389,mijnomgeving,357518080494826,1582588995389,1.0,8118.0,4.17,10.0,357518080494826.0,32.0,1582588993.0,143.0,10.77,52.2261352,5.1747025,7.0,21.0,235.0,0.0,EC 323
2020-02-25 00:03:47.467,mijnomgeving,357518080495161,1582589027467,2.0,5199320.0,4.17,8.0,357518080495161.0,32.0,1582589029.0,826.0,9.36,52.4997015,5.4527716,8.0,-12.0,24.0,0.0,EC 315
2020-02-25 00:03:52.421,mijnomgeving,357518080494818,1582589032421,1.0,9918.0,4.14,5.0,357518080494818.0,32.0,1582589028.0,1124.0,9.72,52.8098497,5.7450753,9.0,-6.0,47.0,0.0,EC 309
2020-02-25 00:04:06.441,mijnomgeving,357518080495070,1582589046441,1.0,54019.0,4.17,9.0,357518080495070.0,32.0,1582589044.0,153.0,10.77,52.2261529,5.1746392,9.0,15.0,239.0,0.0,EC 320
2020-02-25 00:04:07.417,mijnomgeving,357518080495047,1582589047417,1.0,918.0,4.14,9.0,357518080495047.0,32.0,1582589043.0,147.0,11.13,52.2261324,5.1746933,8.0,13.0,7.0,0.0,EC 322
2020-02-25 00:04:19.874,mijnomgeving,357518080166754,1582589059874,3.0,19818046.0,4.14,8.0,357518080166754.0,16.0,1582589061.0,1436.0,10.07,52.3535567,4.9252858,6.0,48.0,0.0,0.0,EC 204
2020-02-25 00:04:25.214,mijnomgeving,357518080169006,1582589065214,3.0,113413.0,3.74,9.0,357518080169006.0,32.0,1582589067.0,828.0,10.42,,,,,,,EC 213
2020-02-25 00:05:57.657,mijnomgeving,357518080497423,1582589157657,1.0,32417.0,4.15,7.0,357518080497423.0,32.0,1582589154.0,1357.0,9.89,52.5229881,5.5901646,5.0,-12.0,219.0,0.0,EC 318
2020-02-25 00:05:57.687,mijnomgeving,357518080494909,1582589157687,27.0,190844.0,4.16,8.0,357518080494909.0,32.0,1582589161.0,144.0,11.04,52.2261557,5.1746868,11.0,22.0,247.0,0.0,EC 329
2020-02-25 00:06:02.613,mijnomgeving,357518080495104,1582589162613,0.0,3617.0,4.09,9.0,357518080495104.0,32.0,1582589158.0,514.0,10.33,52.3373336,5.5374213999999995,8.0,-53.0,10.0,0.0,EC 312
2020-02-25 00:07:00.706,mijnomgeving,357518080497662,1582589220706,1.0,39618.0,4.17,9.0,357518080497662.0,32.0,1582589218.0,153.0,11.21,52.2261803,5.1746893,5.0,10.0,30.0,0.0,EC 328
2020-02-25 00:07:25.977,mijnomgeving,357518080164395,1582589245977,3.0,40513.0,3.969999999999999,8.0,357518080164395.0,32.0,1582589238.0,998.0,10.07,51.8982414,4.4232639,6.0,-1.0,0.0,2.0,EC 241
2020-02-25 00:07:34.782,mijnomgeving,357518080494982,1582589254782,1.0,271818.0,4.16,9.0,357518080494982.0,32.0,1582589265.0,151.0,10.95,52.2261905,5.1747204,7.0,22.0,215.0,0.0,EC 326
2020-02-25 00:07:53.803,mijnomgeving,357518080495146,1582589273803,1.0,95418.0,4.17,9.0,357518080495146.0,32.0,1582589275.0,1476.0,9.89,52.3869695,5.3122657,7.0,1.0,0.0,0.0,EC 317
2020-02-25 00:07:56.975,mijnomgeving,357518080167000,1582589276975,3.0,184513.0,4.13,7.0,357518080167000.0,32.0,1582589282.0,638.0,9.45,52.1740114,5.0359386,6.0,-8.0,21.0,0.0,EC 228
2020-02-25 00:08:11.000,mijnomgeving,357518080495682,1582589291000,1.0,9019.0,4.16,6.0,357518080495682.0,32.0,1582589284.0,1382.0,9.8,52.5494854,5.5882195,5.0,5.0,29.0,0.0,EC 316
2020-02-25 00:08:26.909,mijnomgeving,357518080495153,1582589306909,1.0,139518.0,4.18,7.0,357518080495153.0,32.0,1582589311.0,1997.0,9.45,52.5790405,5.7567775999999995,6.0,-37.0,34.0,0.0,EC 313
2020-02-25 00:08:40.677,mijnomgeving,357518080171390,1582589320677,18.0,20448953.0,4.13,8.0,357518080171390.0,64.0,1582589335.0,771.0,10.16,52.0319196,5.3036449,7.0,2.0,0.0,0.0,EC 202
2020-02-25 00:09:40.970,mijnomgeving,357518080495088,1582589380970,1.0,145819.0,4.22,8.0,357518080495088.0,32.0,1582589386.0,145.0,10.86,52.2261015,5.1746053,7.0,18.0,236.0,0.0,EC 321
2020-02-25 00:10:02.183,mijnomgeving,357518080328131,1582589402183,255.0,159429.0,3.6,18.0,357518080328131.0,32.0,1582589406.0,0.0,18.88,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,EC 230
2020-02-25 00:10:09.825,mijnomgeving,357518080330764,1582589409825,255.0,9131.0,3.95,20.0,357518080330764.0,32.0,1582589402.0,1.0,19.24,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,EC 244
2020-02-25 00:10:09.923,mijnomgeving,357518080200454,1582589409923,3.0,22261562.0,3.87,7.0,357518080200454.0,16.0,1582589415.0,7374.0,9.8,52.3308792,5.0633725,5.0,68.0,233.0,1.0,EC Prototype 002
2020-02-25 00:10:13.445,mijnomgeving,357518080170889,1582589413445,2.0,34212.0,4.16,5.0,357518080170889.0,32.0,1582589410.0,1167.0,11.74,52.0145854,4.2954925,7.0,-6.0,0.0,0.0,EC 236
2020-02-25 00:10:19.046,mijnomgeving,357518080495534,1582589419046,1.0,51317.0,4.16,8.0,357518080495534.0,32.0,1582589415.0,1436.0,9.63,52.5326781,5.5930891,8.0,-6.0,0.0,0.0,EC 307
2020-02-25 00:10:25.981,mijnomgeving,357518080494834,1582589425981,1.0,4518.0,4.1,7.0,357518080494834.0,32.0,1582589420.0,1188.0,10.07,52.4257781,5.4208211,5.0,-6.0,3.0,0.0,EC 314
2020-02-25 00:10:59.094,mijnomgeving,357518080497696,1582589459094,25.0,104441.0,4.14,8.0,357518080497696.0,32.0,1582589460.0,883.0,9.72,52.5172459,5.5094666,9.0,-11.0,239.0,0.0,EC 319
2020-02-25 00:11:54.106,mijnomgeving,357518080495526,1582589514106,1.0,3619.0,4.13,8.0,357518080495526.0,32.0,1582589511.0,149.0,10.95,52.2261225,5.1746614,8.0,14.0,220.0,0.0,EC 327
2020-02-25 00:12:06.903,mijnomgeving,357518080163249,1582589526903,3.0,102613.0,4.08,8.0,357518080163249.0,32.0,1582589511.0,388.0,10.16,,,,,,,EC 212
2020-02-25 00:12:18.815,mijnomgeving,357518080166580,1582589538815,7.0,36918.0,4.03,8.0,357518080166580.0,32.0,1582589467.0,693.0,9.36,52.360284300000004,4.8154671,4.0,-64.0,31.0,0.0,EC 224
2020-02-25 00:12:42.192,mijnomgeving,357518080168917,1582589562192,3.0,20440866.0,4.04,7.0,357518080168917.0,16.0,1582589570.0,0.0,11.13,52.3405792,4.9257498,7.0,56.0,248.0,0.0,EC 209
2020-02-25 00:12:47.557,mijnomgeving,357518080203151,1582589567557,14.0,20412945.0,4.05,7.0,357518080203151.0,16.0,1582589577.0,18.0,9.54,52.420699,4.8605389,4.0,-16.0,227.0,1.0,EC Prototype 001
2020-02-25 00:13:17.221,mijnomgeving,357518080495203,1582589597221,1.0,4518.0,4.16,8.0,357518080495203.0,32.0,1582589592.0,148.0,11.3,52.2261204,5.1746758,6.0,26.0,253.0,0.0,EC 324
2020-02-25 00:13:51.259,mijnomgeving,357518080495609,1582589631259,16.0,119733.0,3.62,9.0,357518080495609.0,32.0,1582589633.0,79.0,10.86,51.7484569,4.102014,4.0,13.0,204.0,0.0,EC 310
2020-02-25 00:13:53.041,mijnomgeving,357518080166663,1582589633041,13.0,11723.0,4.11,8.0,357518080166663.0,32.0,1582589625.0,922.0,9.8,51.8982895,4.4232939,5.0,-14.0,6.0,0.0,EC 243
2020-02-25 00:13:55.217,mijnomgeving,357518080494776,1582589635217,0.0,72918.0,4.15,8.0,357518080494776.0,32.0,1582589634.0,145.0,10.95,52.2260724,5.1747231,8.0,16.0,28.0,0.0,EC 330
2020-02-25 00:13:58.207,mijnomgeving,357518080495112,1582589638207,1.0,3618.0,4.2,6.0,357518080495112.0,32.0,1582589634.0,1384.0,9.63,52.8372103,5.7148573,5.0,-22.0,215.0,0.0,EC 306
2020-02-25 00:14:48.370,mijnomgeving,357518080497639,1582589688370,9.0,63926.0,4.17,8.0,357518080497639.0,32.0,1582589687.0,1452.0,9.36,52.6591991,5.6608855,7.0,-23.0,0.0,0.0,EC 308
2020-02-25 00:15:18.384,mijnomgeving,357518080494859,1582589718384,9.0,178226.0,4.16,7.0,357518080494859.0,32.0,1582589724.0,1362.0,9.63,52.5409642,5.5888918,6.0,-29.0,21.0,0.0,EC 302
2020-02-25 00:15:28.378,mijnomgeving,357518080494875,1582589728378,17.0,55833.0,4.16,7.0,357518080494875.0,32.0,1582589727.0,1433.0,9.54,52.6578897,5.6146101999999996,4.0,-46.0,232.0,0.0,EC 311
2020-02-25 00:15:49.421,mijnomgeving,357518080495021,1582589749421,1.0,125118.0,4.07,8.0,357518080495021.0,32.0,1582589745.0,0.0,10.77,53.1564161,7.0214143,4.0,41.0,238.0,1.0,EC 325
2020-02-25 00:16:25.879,mijnomgeving,357518080332257,1582589785879,2.0,151212.0,4.07,8.0,357518080332257.0,32.0,1582589753.0,651.0,9.8,51.8982327,4.4232845,7.0,-3.0,0.0,0.0,EC 240
2020-02-25 00:17:05.646,mijnomgeving,357518080163405,1582589825646,13.0,84624.0,4.11,6.0,357518080163405.0,32.0,1582589826.0,1836.0,9.8,52.3731867,4.9163521,4.0,-9.0,29.0,1.0,EC 226
2020-02-25 00:17:13.509,mijnomgeving,357518080494768,1582589833509,1.0,49518.0,4.14,8.0,357518080494768.0,32.0,1582589821.0,1922.0,9.72,52.4166205,5.2266301,8.0,34.0,223.0,0.0,EC 305
2020-02-25 00:17:28.114,mijnomgeving,357518080165475,1582589848114,31.0,11944875.0,4.07,8.0,357518080165475.0,1.0,1582589859.0,2118.0,9.54,52.372034,4.925214,10.0,-4.0,33.0,0.0,EC 201
2020-02-25 00:18:14.640,mijnomgeving,357518080330582,1582589894640,6.0,29715.0,4.09,8.0,357518080330582.0,32.0,1582589892.0,1433.0,10.07,52.3729078,4.9465484,6.0,88.0,31.0,2.0,EC 219
2020-02-25 00:18:18.565,mijnomgeving,357518080494826,1582589898565,1.0,9018.0,4.17,10.0,357518080494826.0,32.0,1582589893.0,142.0,10.77,52.226109,5.1746641,7.0,27.0,230.0,0.0,EC 323
2020-02-25 00:18:22.563,mijnomgeving,357518080495187,1582589902563,3.0,53.0,4.17,8.0,357518080495187.0,32.0,1582589897.0,527.0,9.54,52.6352971,5.823506,10.0,-7.0,235.0,0.0,EC 304
2020-02-25 00:18:47.639,mijnomgeving,357518080495161,1582589927639,3.0,5200222.0,4.17,7.0,357518080495161.0,32.0,1582589930.0,822.0,9.36,52.4997377,5.4528501,8.0,-5.0,221.0,0.0,EC 315
2020-02-25 00:19:06.648,mijnomgeving,357518080495070,1582589946648,1.0,54919.0,4.16,9.0,357518080495070.0,32.0,1582589944.0,153.0,10.69,52.2261925,5.1746875,9.0,21.0,33.0,0.0,EC 320
2020-02-25 00:19:07.599,mijnomgeving,357518080495047,1582589947599,1.0,1818.0,4.14,9.0,357518080495047.0,32.0,1582589943.0,148.0,11.04,52.2261083,5.1747171,8.0,23.0,7.0,0.0,EC 322
2020-02-25 00:19:18.675,mijnomgeving,357518080165368,1582589958675,18.0,19401326.0,3.68,9.0,357518080165368.0,16.0,1582589615.0,1501.0,10.07,52.3397472,4.9110254,5.0,-3.0,0.0,0.0,EC 208
2020-02-25 00:19:20.998,mijnomgeving,357518080166754,1582589960998,4.0,19818947.0,4.14,8.0,357518080166754.0,16.0,1582589962.0,1440.0,10.07,52.3537428,4.9250636,5.0,14.0,235.0,0.0,EC 204
2020-02-25 00:19:23.947,mijnomgeving,357518080169006,1582589963947,2.0,114312.0,3.75,9.0,357518080169006.0,32.0,1582589966.0,830.0,10.42,,,,,,,EC 213
2020-02-25 00:19:59.149,mijnomgeving,357518080494818,1582589999149,0.0,42.0,4.17,6.0,357518080494818.0,32.0,1582589995.0,1150.0,9.72,52.8098924,5.7451318,9.0,-8.0,55.0,0.0,EC 309
2020-02-25 00:20:30.242,mijnomgeving,357518080494909,1582590030242,1.0,191718.0,4.16,7.0,357518080494909.0,32.0,1582590035.0,144.0,10.95,52.2261647,5.174732,11.0,18.0,231.0,0.0,EC 329
2020-02-25 00:20:56.281,mijnomgeving,357518080497423,1582590056281,1.0,33317.0,4.15,6.0,357518080497423.0,32.0,1582590054.0,1356.0,9.89,52.5229891,5.5902453,5.0,-11.0,221.0,0.0,EC 318
2020-02-25 00:21:02.294,mijnomgeving,357518080495104,1582590062294,0.0,4517.0,4.09,10.0,357518080495104.0,32.0,1582590058.0,516.0,10.33,52.3374706,5.5375607,8.0,9.0,6.0,0.0,EC 312
2020-02-25 00:21:59.145,mijnomgeving,357518080497662,1582590119145,1.0,40518.0,4.17,9.0,357518080497662.0,32.0,1582590118.0,152.0,11.13,52.2261755,5.1746048,5.0,0.0,0.0,0.0,EC 328
2020-02-25 00:22:21.720,mijnomgeving,357518080164395,1582590141720,1.0,41411.0,3.969999999999999,8.0,357518080164395.0,32.0,1582590136.0,998.0,10.07,51.8981997,4.4233785,5.0,-4.0,0.0,0.0,EC 241
2020-02-25 00:22:40.194,mijnomgeving,357518080494982,1582590160194,1.0,272718.0,4.16,8.0,357518080494982.0,32.0,1582590165.0,148.0,10.95,52.2261493,5.1746536,7.0,21.0,42.0,0.0,EC 326
2020-02-25 00:22:53.284,mijnomgeving,357518080495146,1582590173284,1.0,96318.0,4.17,9.0,357518080495146.0,32.0,1582590175.0,1473.0,9.89,52.3869886,5.3122298,7.0,-11.0,208.0,0.0,EC 317
2020-02-25 00:22:57.445,mijnomgeving,357518080167000,1582590177445,4.0,185414.0,4.13,7.0,357518080167000.0,32.0,1582590183.0,638.0,9.45,52.1739073,5.0358774,5.0,-17.0,0.0,0.0,EC 228
2020-02-25 00:23:13.245,mijnomgeving,357518080495682,1582590193245,4.0,9922.0,4.16,6.0,357518080495682.0,32.0,1582590187.0,1378.0,9.8,52.5493529,5.5879269,4.0,-13.0,5.0,0.0,EC 316
2020-02-25 00:23:28.277,mijnomgeving,357518080495153,1582590208277,1.0,140418.0,4.18,6.0,357518080495153.0,32.0,1582590211.0,1986.0,9.45,52.5789307,5.7568726,5.0,-16.0,36.0,0.0,EC 313
2020-02-25 00:23:36.989,mijnomgeving,357518080171390,1582590216989,1.0,20449836.0,4.13,8.0,357518080171390.0,64.0,1582590218.0,763.0,10.16,52.0316463,5.3036595,5.0,40.0,246.0,0.0,EC 202
2020-02-25 00:24:51.245,mijnomgeving,357518080495088,1582590291245,1.0,146728.0,4.22,8.0,357518080495088.0,32.0,1582590295.0,143.0,10.77,52.2261343,5.1747583,7.0,26.0,221.0,0.0,EC 321
2020-02-25 00:25:08.889,mijnomgeving,357518080330764,1582590308889,255.0,10031.0,3.95,20.0,357518080330764.0,32.0,1582590302.0,0.0,19.32,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,EC 244
2020-02-25 00:25:11.300,mijnomgeving,357518080200454,1582590311300,5.0,22262464.0,3.87,6.0,357518080200454.0,16.0,1582590317.0,7354.0,9.8,52.3312089,5.0625275,5.0,-4.0,222.0,0.0,EC Prototype 002
2020-02-25 00:25:13.174,mijnomgeving,357518080170889,1582590313174,2.0,35113.0,4.16,4.0,357518080170889.0,32.0,1582590310.0,1158.0,11.74,52.0146061,4.2955141,7.0,-9.0,205.0,0.0,EC 236
2020-02-25 00:25:19.223,mijnomgeving,357518080495534,1582590319223,1.0,52217.0,4.16,8.0,357518080495534.0,32.0,1582590315.0,1432.0,9.63,52.5326698,5.5930888,7.0,-7.0,247.0,0.0,EC 307
2020-02-25 00:25:35.287,mijnomgeving,357518080497696,1582590335287,1.0,105318.0,4.14,6.0,357518080497696.0,32.0,1582590336.0,884.0,9.72,52.5172091,5.5094239,9.0,11.0,41.0,0.0,EC 319
2020-02-25 00:25:46.275,mijnomgeving,357518080494834,1582590346275,1.0,5418.0,4.09,8.0,357518080494834.0,32.0,1582590320.0,1180.0,10.16,52.4257686,5.4208277,5.0,1.0,1.0,0.0,EC 314
2020-02-25 00:26:11.013,mijnomgeving,357518080166580,1582590371013,6.0,37817.0,4.03,7.0,357518080166580.0,32.0,1582590366.0,693.0,9.36,52.3603075,4.8155781,4.0,-1.0,28.0,0.0,EC 224
2020-02-25 00:26:54.334,mijnomgeving,357518080495526,1582590414334,1.0,4519.0,4.13,7.0,357518080495526.0,32.0,1582590411.0,150.0,10.77,52.2261134,5.1746722,8.0,9.0,240.0,0.0,EC 327
2020-02-25 00:26:59.459,mijnomgeving,357518080163249,1582590419459,3.0,103513.0,4.08,8.0,357518080163249.0,32.0,1582590411.0,389.0,10.07,,,,,,,EC 212
2020-02-25 00:27:55.476,mijnomgeving,357518080168917,1582590475476,1.0,20441773.0,4.04,7.0,357518080168917.0,16.0,1582590478.0,0.0,10.51,52.3407165,4.9257893,7.0,17.0,0.0,0.0,EC 209
2020-02-25 00:28:16.197,mijnomgeving,357518080495203,1582590496197,1.0,5418.0,4.16,8.0,357518080495203.0,32.0,1582590492.0,149.0,11.21,52.2261637,5.1746996,6.0,27.0,53.0,0.0,EC 324
2020-02-25 00:28:36.189,mijnomgeving,357518080495609,1582590516189,1.0,120618.0,3.63,9.0,357518080495609.0,32.0,1582590518.0,78.0,10.86,51.7484465,4.101984,4.0,17.0,11.0,0.0,EC 310
2020-02-25 00:28:43.918,mijnomgeving,357518080166663,1582590523918,3.0,12613.0,4.11,8.0,357518080166663.0,32.0,1582590514.0,920.0,9.8,51.8982168,4.4234686,5.0,-5.0,206.0,0.0,EC 243
2020-02-25 00:28:55.199,mijnomgeving,357518080494776,1582590535199,0.0,73818.0,4.16,8.0,357518080494776.0,32.0,1582590534.0,144.0,10.95,52.2260597,5.174897,8.0,40.0,230.0,0.0,EC 330
2020-02-25 00:28:58.173,mijnomgeving,357518080495112,1582590538173,1.0,4518.0,4.2,6.0,357518080495112.0,32.0,1582590534.0,1382.0,9.63,52.8374045,5.7140483,5.0,-21.0,214.0,0.0,EC 306
2020-02-25 00:29:40.247,mijnomgeving,357518080497639,1582590580247,1.0,64818.0,4.17,7.0,357518080497639.0,32.0,1582590579.0,1443.0,9.36,52.6591354,5.6610031,7.0,-34.0,227.0,0.0,EC 308
2020-02-25 00:30:09.308,mijnomgeving,357518080494859,1582590609308,0.0,179117.0,4.16,6.0,357518080494859.0,32.0,1582590615.0,1366.0,9.63,52.5409988,5.5889012000000005,6.0,-30.0,15.0,0.0,EC 302
2020-02-25 00:30:11.251,mijnomgeving,357518080495120,1582590611251,1.0,22517.0,4.12,8.0,357518080495120.0,32.0,1582590593.0,1562.0,9.72,52.333744,5.3126295,7.0,-3.0,56.0,0.0,EC 303
2020-02-25 00:30:16.269,mijnomgeving,357518080494875,1582590616269,4.0,56720.0,4.16,7.0,357518080494875.0,32.0,1582590614.0,1429.0,9.54,52.6580313,5.6146432,4.0,-26.0,0.0,0.0,EC 311
2020-02-25 00:30:51.340,mijnomgeving,357518080495021,1582590651340,9.0,126026.0,4.06,8.0,357518080495021.0,32.0,1582590653.0,0.0,10.51,53.1563524,7.0211459,4.0,12.0,56.0,0.0,EC 325
2020-02-25 00:31:58.633,mijnomgeving,357518080165475,1582590718633,2.0,11945746.0,4.06,6.0,357518080165475.0,1.0,1582590730.0,2115.0,9.54,52.3720308,4.925032,8.0,-35.0,54.0,0.0,EC 201
2020-02-25 00:32:02.169,mijnomgeving,357518080163405,1582590722169,9.0,85520.0,4.11,6.0,357518080163405.0,32.0,1582590722.0,1833.0,9.8,52.373106,4.9165086,4.0,-51.0,19.0,2.0,EC 226
2020-02-25 00:32:05.458,mijnomgeving,357518080494768,1582590725458,1.0,50418.0,4.14,8.0,357518080494768.0,32.0,1582590721.0,1921.0,9.72,52.4164412,5.2272686,7.0,27.0,216.0,0.0,EC 305
2020-02-25 00:32:45.466,mijnomgeving,357518080495187,1582590765466,1.0,917.0,4.18,7.0,357518080495187.0,32.0,1582590761.0,536.0,9.45,52.6352756,5.8234279,9.0,-7.0,9.0,0.0,EC 304
2020-02-25 00:33:12.622,mijnomgeving,357518080330582,1582590792622,4.0,30613.0,4.08,8.0,357518080330582.0,32.0,1582590790.0,1436.0,10.07,52.3731922,4.946144,5.0,33.0,241.0,0.0,EC 219
2020-02-25 00:33:16.485,mijnomgeving,357518080494826,1582590796485,1.0,9918.0,4.17,9.0,357518080494826.0,32.0,1582590793.0,143.0,10.69,52.2261026,5.1746454,7.0,9.0,42.0,0.0,EC 323
2020-02-25 00:33:23.268,mijnomgeving,357518080332257,1582590803268,3.0,152113.0,4.08,8.0,357518080332257.0,32.0,1582590654.0,649.0,9.8,51.8982041,4.4232111,6.0,-1.0,0.0,0.0,EC 240
2020-02-25 00:33:46.606,mijnomgeving,357518080495161,1582590826606,2.0,5201121.0,4.17,7.0,357518080495161.0,32.0,1582590830.0,822.0,9.36,52.4997512,5.4529897,5.0,40.0,11.0,0.0,EC 315
2020-02-25 00:34:05.586,mijnomgeving,357518080495070,1582590845586,0.0,55818.0,4.17,9.0,357518080495070.0,32.0,1582590843.0,154.0,10.69,52.2262107,5.174719,7.0,23.0,0.0,0.0,EC 320
2020-02-25 00:34:06.538,mijnomgeving,357518080495047,1582590846538,0.0,2718.0,4.14,8.0,357518080495047.0,32.0,1582590843.0,147.0,10.95,52.2261655,5.1746951,8.0,21.0,0.0,0.0,EC 322
2020-02-25 00:34:07.186,mijnomgeving,357518080166754,1582590847186,4.0,19819847.0,4.13,7.0,357518080166754.0,16.0,1582590862.0,1442.0,10.07,52.3535095,4.9253944,4.0,36.0,229.0,0.0,EC 204
2020-02-25 00:34:24.123,mijnomgeving,357518080169006,1582590864123,2.0,115212.0,3.74,9.0,357518080169006.0,32.0,1582590866.0,840.0,10.42,,,,,,,EC 213
2020-02-25 00:34:34.565,mijnomgeving,357518080494818,1582590874565,1.0,918.0,4.15,4.0,357518080494818.0,32.0,1582590871.0,1152.0,9.72,52.809875,5.7450588,8.0,-8.0,32.0,0.0,EC 309
2020-02-25 00:35:40.745,mijnomgeving,357518080494909,1582590940745,1.0,192627.0,4.16,7.0,357518080494909.0,32.0,1582590944.0,145.0,10.86,52.2261532,5.1747186,9.0,18.0,245.0,0.0,EC 329
2020-02-25 00:35:56.657,mijnomgeving,357518080497423,1582590956657,1.0,34217.0,4.15,6.0,357518080497423.0,32.0,1582590954.0,1353.0,9.89,52.5229808,5.590353,4.0,-30.0,4.0,0.0,EC 318
2020-02-25 00:36:05.654,mijnomgeving,357518080495104,1582590965654,1.0,5418.0,4.09,10.0,357518080495104.0,32.0,1582590959.0,519.0,10.33,52.3374383,5.5373767,5.0,-5.0,0.0,0.0,EC 312
2020-02-25 00:36:17.455,mijnomgeving,357518080332265,1582590977455,255.0,71238.0,3.6,19.0,357518080332265.0,32.0,1582590977.0,1.0,18.97,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,EC 221
2020-02-25 00:36:59.744,mijnomgeving,357518080497662,1582591019744,0.0,41417.0,4.18,9.0,357518080497662.0,32.0,1582591017.0,153.0,11.04,52.2262586,5.1746463,5.0,-4.0,0.0,0.0,EC 328
2020-02-25 00:37:20.087,mijnomgeving,357518080164395,1582591040087,3.0,42313.0,3.969999999999999,8.0,357518080164395.0,32.0,1582591038.0,995.0,10.07,51.898242,4.4231758,5.0,-6.0,0.0,0.0,EC 241
2020-02-25 00:37:34.787,mijnomgeving,357518080494982,1582591054787,1.0,273618.0,4.16,8.0,357518080494982.0,32.0,1582591065.0,150.0,10.77,52.2261777,5.1748094,6.0,3.0,45.0,0.0,EC 326
2020-02-25 00:37:53.786,mijnomgeving,357518080495146,1582591073786,1.0,97218.0,4.17,8.0,357518080495146.0,32.0,1582591075.0,1478.0,9.89,52.3868916,5.3122787,6.0,-29.0,255.0,0.0,EC 317
2020-02-25 00:37:58.335,mijnomgeving,357518080167000,1582591078335,4.0,186314.0,4.13,6.0,357518080167000.0,32.0,1582591083.0,637.0,9.45,52.1740245,5.0361711,4.0,4.0,35.0,0.0,EC 228
2020-02-25 00:38:15.824,mijnomgeving,357518080495682,1582591095824,6.0,10824.0,4.16,6.0,357518080495682.0,32.0,1582591089.0,1378.0,9.72,52.549582,5.5881356,4.0,-81.0,219.0,0.0,EC 316
2020-02-25 00:38:27.821,mijnomgeving,357518080495153,1582591107821,1.0,141318.0,4.18,6.0,357518080495153.0,32.0,1582591111.0,1984.0,9.45,52.5789392,5.7567889,4.0,-18.0,238.0,0.0,EC 313
